order_id,consumer_id,farmer_id,crop,distance_km,quantity_kg,local_emissions_kg_co2,baseline_emissions_kg_co2,emissions_saved_kg_co2,pct_reduction_vs_baseline,sustainability_score
ORD-000253,CONS-0768,FARM-0025,Tomato,2.9,2,0.0007,0.208,0.2073,99.7,99.7
ORD-000254,CONS-0392,FARM-0107,Tomato,4.6,2,0.0011,0.208,0.2069,99.5,99.5
ORD-000255,CONS-0172,FARM-0067,Methi,11.2,3,0.004,0.312,0.308,98.7,98.7
ORD-000256,CONS-0301,FARM-0080,Bhindi (Ladies finger),2.7,4,0.0013,0.416,0.4147,99.7,99.7
ORD-000257,CONS-0195,FARM-0133,Potato,7.7,6,0.0055,0.624,0.6185,99.1,99.1
ORD-000258,CONS-0094,FARM-0039,Brinjal,2.8,7,0.0024,0.728,0.7256,99.7,99.7
ORD-000259,CONS-0506,FARM-0042,Elephant Yam (Suran),9.6,2,0.0023,0.208,0.2057,98.9,98.9
ORD-000260,CONS-0705,FARM-0137,Bhindi (Ladies finger),9.3,6,0.0067,0.624,0.6173,98.9,98.9
ORD-000261,CONS-0505,FARM-0039,Brinjal,5.4,5,0.0032,0.52,0.5168,99.4,99.4
ORD-000262,CONS-0698,FARM-0018,Onion,6.7,2,0.0016,0.208,0.2064,99.2,99.2
ORD-000263,CONS-0250,FARM-0110,Tomato,10.1,3,0.0036,0.312,0.3084,98.8,98.8
ORD-000264,CONS-0385,FARM-0142,Methi,3.0,1,0.0004,0.104,0.1036,99.6,99.6
ORD-000265,CONS-0497,FARM-0119,Onion,2.9,2,0.0007,0.208,0.2073,99.7,99.7
ORD-000266,CONS-0143,FARM-0042,Potato,10.2,2,0.0024,0.208,0.2056,98.8,98.8
ORD-000267,CONS-0777,FARM-0007,Methi,3.4,1,0.0004,0.104,0.1036,99.6,99.6
ORD-000268,CONS-0675,FARM-0138,Methi,15.5,4,0.0074,0.416,0.4086,98.2,98.2
ORD-000269,CONS-0731,FARM-0009,Elephant Yam (Suran),23.6,8,0.0227,0.832,0.8093,97.3,97.3
ORD-000270,CONS-0053,FARM-0039,Brinjal,5.6,8,0.0054,0.832,0.8266,99.4,99.4
ORD-000271,CONS-0655,FARM-0037,Tomato,7.7,4,0.0037,0.416,0.4123,99.1,99.1
ORD-000272,CONS-0243,FARM-0127,Peas,12.5,2,0.003,0.208,0.205,98.6,98.6
ORD-000273,CONS-0201,FARM-0111,Methi,2.4,2,0.0006,0.208,0.2074,99.7,99.7
ORD-000274,CONS-0157,FARM-0005,Onion,8.9,3,0.0032,0.312,0.3088,99.0,99.0
ORD-000275,CONS-0288,FARM-0111,Methi,6.3,3,0.0023,0.312,0.3097,99.3,99.3
ORD-000276,CONS-0233,FARM-0017,Bhindi (Ladies finger),2.3,1,0.0003,0.104,0.1037,99.7,99.7
ORD-000277,CONS-0404,FARM-0121,Potato,7.1,2,0.0017,0.208,0.2063,99.2,99.2
ORD-000278,CONS-0142,FARM-0101,Onion,29.5,1,0.0035,0.104,0.1005,96.6,96.6
ORD-000279,CONS-0725,FARM-0102,Onion,18.2,3,0.0066,0.312,0.3054,97.9,97.9
ORD-000280,CONS-0712,FARM-0064,Tomato,9.7,8,0.0093,0.832,0.8227,98.9,98.9
ORD-000281,CONS-0021,FARM-0046,Methi,18.1,5,0.0109,0.52,0.5091,97.9,97.9
ORD-000282,CONS-0456,FARM-0104,Potato,5.9,6,0.0042,0.624,0.6198,99.3,99.3
ORD-000283,CONS-0363,FARM-0074,Methi,3.8,1,0.0005,0.104,0.1035,99.5,99.5
ORD-000284,CONS-0582,FARM-0115,Peas,1.8,1,0.0002,0.104,0.1038,99.8,99.8
ORD-000285,CONS-0482,FARM-0093,Tomato,4.2,3,0.0015,0.312,0.3105,99.5,99.5
ORD-000286,CONS-0499,FARM-0102,Onion,17.5,1,0.0021,0.104,0.1019,98.0,98.0
ORD-000287,CONS-0026,FARM-0093,Methi,8.4,9,0.0091,0.936,0.9269,99.0,99.0
ORD-000288,CONS-0114,FARM-0067,Methi,14.6,4,0.007,0.416,0.409,98.3,98.3
ORD-000289,CONS-0304,FARM-0101,Onion,27.1,5,0.0163,0.52,0.5037,96.9,96.9
ORD-000290,CONS-0631,FARM-0007,Methi,2.8,6,0.002,0.624,0.622,99.7,99.7
ORD-000291,CONS-0307,FARM-0039,Brinjal,3.0,3,0.0011,0.312,0.3109,99.6,99.6
ORD-000292,CONS-0083,FARM-0000,Tomato,11.5,3,0.0041,0.312,0.3079,98.7,98.7
ORD-000293,CONS-0436,FARM-0025,Tomato,8.8,5,0.0053,0.52,0.5147,99.0,99.0
ORD-000294,CONS-0289,FARM-0002,Methi,14.5,6,0.0104,0.624,0.6136,98.3,98.3
ORD-000295,CONS-0042,FARM-0121,Potato,25.1,5,0.0151,0.52,0.5049,97.1,97.1
ORD-000296,CONS-0359,FARM-0017,Bhindi (Ladies finger),7.7,8,0.0074,0.832,0.8246,99.1,99.1
ORD-000297,CONS-0443,FARM-0135,Onion,15.2,1,0.0018,0.104,0.1022,98.3,98.3
ORD-000298,CONS-0517,FARM-0119,Onion,6.9,9,0.0075,0.936,0.9285,99.2,99.2
ORD-000299,CONS-0785,FARM-0052,Methi,6.7,6,0.0048,0.624,0.6192,99.2,99.2
ORD-000300,CONS-0471,FARM-0005,Onion,4.4,1,0.0005,0.104,0.1035,99.5,99.5
ORD-000301,CONS-0671,FARM-0093,Methi,7.0,9,0.0076,0.936,0.9284,99.2,99.2
ORD-000302,CONS-0255,FARM-0125,Elephant Yam (Suran),2.3,7,0.0019,0.728,0.7261,99.7,99.7
ORD-000303,CONS-0350,FARM-0096,Brinjal,6.1,1,0.0007,0.104,0.1033,99.3,99.3
ORD-000304,CONS-0427,FARM-0107,Elephant Yam (Suran),5.5,1,0.0007,0.104,0.1033,99.3,99.3
ORD-000305,CONS-0757,FARM-0005,Elephant Yam (Suran),7.0,2,0.0017,0.208,0.2063,99.2,99.2
ORD-000306,CONS-0563,FARM-0119,Tomato,3.9,4,0.0019,0.416,0.4141,99.5,99.5
ORD-000307,CONS-0566,FARM-0110,Tomato,7.3,7,0.0061,0.728,0.7219,99.2,99.2
ORD-000308,CONS-0660,FARM-0010,Methi,12.7,8,0.0122,0.832,0.8198,98.5,98.5
ORD-000309,CONS-0575,FARM-0132,Methi,4.9,2,0.0012,0.208,0.2068,99.4,99.4
ORD-000310,CONS-0003,FARM-0033,Tomato,8.1,1,0.001,0.104,0.103,99.0,99.0
ORD-000311,CONS-0425,FARM-0016,Methi,19.1,2,0.0046,0.208,0.2034,97.8,97.8
ORD-000312,CONS-0495,FARM-0053,Onion,14.0,7,0.0118,0.728,0.7162,98.4,98.4
ORD-000313,CONS-0564,FARM-0001,Methi,12.7,3,0.0046,0.312,0.3074,98.5,98.5
ORD-000314,CONS-0103,FARM-0009,Onion,28.8,1,0.0035,0.104,0.1005,96.6,96.6
ORD-000315,CONS-0521,FARM-0005,Elephant Yam (Suran),16.0,5,0.0096,0.52,0.5104,98.2,98.2
ORD-000316,CONS-0186,FARM-0107,Tomato,14.1,1,0.0017,0.104,0.1023,98.4,98.4
ORD-000317,CONS-0588,FARM-0025,Tomato,15.4,7,0.0129,0.728,0.7151,98.2,98.2
ORD-000318,CONS-0291,FARM-0006,Methi,17.0,1,0.002,0.104,0.102,98.1,98.1
ORD-000319,CONS-0737,FARM-0142,Methi,3.9,9,0.0042,0.936,0.9318,99.6,99.6
ORD-000320,CONS-0165,FARM-0007,Methi,3.7,3,0.0013,0.312,0.3107,99.6,99.6
ORD-000321,CONS-0612,FARM-0067,Methi,20.5,2,0.0049,0.208,0.2031,97.6,97.6
ORD-000322,CONS-0046,FARM-0007,Methi,0.5,6,0.0004,0.624,0.6236,99.9,99.9
ORD-000323,CONS-0735,FARM-0063,Bhindi (Ladies finger),5.6,2,0.0013,0.208,0.2067,99.4,99.4
ORD-000324,CONS-0668,FARM-0067,Brinjal,14.4,6,0.0104,0.624,0.6136,98.3,98.3
ORD-000325,CONS-0585,FARM-0007,Methi,1.2,6,0.0009,0.624,0.6231,99.9,99.9
ORD-000326,CONS-0600,FARM-0017,Bhindi (Ladies finger),4.6,9,0.005,0.936,0.931,99.5,99.5
ORD-000327,CONS-0476,FARM-0022,Methi,9.4,6,0.0068,0.624,0.6172,98.9,98.9
ORD-000328,CONS-0038,FARM-0005,Elephant Yam (Suran),1.8,5,0.0011,0.52,0.5189,99.8,99.8
ORD-000329,CONS-0327,FARM-0110,Peas,0.3,1,0.0,0.104,0.104,100.0,100.0
ORD-000330,CONS-0429,FARM-0064,Tomato,10.5,3,0.0038,0.312,0.3082,98.8,98.8
ORD-000331,CONS-0132,FARM-0005,Elephant Yam (Suran),12.1,3,0.0044,0.312,0.3076,98.6,98.6
ORD-000332,CONS-0427,FARM-0107,Tomato,5.5,1,0.0007,0.104,0.1033,99.3,99.3
ORD-000333,CONS-0428,FARM-0087,Elephant Yam (Suran),12.1,6,0.0087,0.624,0.6153,98.6,98.6
ORD-000334,CONS-0479,FARM-0107,Elephant Yam (Suran),8.6,9,0.0093,0.936,0.9267,99.0,99.0
ORD-000335,CONS-0749,FARM-0128,Methi,6.5,2,0.0016,0.208,0.2064,99.2,99.2
ORD-000336,CONS-0503,FARM-0068,Elephant Yam (Suran),11.2,7,0.0094,0.728,0.7186,98.7,98.7
ORD-000337,CONS-0007,FARM-0109,Green Chilli,3.7,6,0.0027,0.624,0.6213,99.6,99.6
ORD-000338,CONS-0547,FARM-0017,Methi,7.3,8,0.007,0.832,0.825,99.2,99.2
ORD-000339,CONS-0176,FARM-0109,Methi,6.3,7,0.0053,0.728,0.7227,99.3,99.3
ORD-000340,CONS-0657,FARM-0008,Tomato,21.6,5,0.013,0.52,0.507,97.5,97.5
ORD-000341,CONS-0320,FARM-0007,Methi,4.9,1,0.0006,0.104,0.1034,99.4,99.4
ORD-000342,CONS-0552,FARM-0138,Methi,12.9,1,0.0015,0.104,0.1025,98.6,98.6
ORD-000343,CONS-0163,FARM-0107,Potato,9.7,3,0.0035,0.312,0.3085,98.9,98.9
ORD-000344,CONS-0384,FARM-0127,Tomato,9.2,7,0.0077,0.728,0.7203,98.9,98.9
ORD-000345,CONS-0498,FARM-0121,Potato,15.2,1,0.0018,0.104,0.1022,98.3,98.3
ORD-000346,CONS-0519,FARM-0066,Potato,6.3,7,0.0053,0.728,0.7227,99.3,99.3
ORD-000347,CONS-0726,FARM-0016,Methi,11.3,5,0.0068,0.52,0.5132,98.7,98.7
ORD-000348,CONS-0771,FARM-0117,Brinjal,2.4,9,0.0026,0.936,0.9334,99.7,99.7
ORD-000349,CONS-0286,FARM-0037,Tomato,10.1,9,0.0109,0.936,0.9251,98.8,98.8
ORD-000350,CONS-0593,FARM-0010,Onion,10.8,4,0.0052,0.416,0.4108,98.8,98.8
ORD-000351,CONS-0397,FARM-0077,Onion,17.9,6,0.0129,0.624,0.6111,97.9,97.9
ORD-000352,CONS-0485,FARM-0025,Tomato,4.6,9,0.005,0.936,0.931,99.5,99.5
ORD-000353,CONS-0051,FARM-0007,Methi,1.9,6,0.0014,0.624,0.6226,99.8,99.8
ORD-000354,CONS-0007,FARM-0119,Tomato,11.3,1,0.0014,0.104,0.1026,98.7,98.7
ORD-000355,CONS-0564,FARM-0141,Methi,15.8,2,0.0038,0.208,0.2042,98.2,98.2
ORD-000356,CONS-0343,FARM-0039,Brinjal,2.9,9,0.0031,0.936,0.9329,99.7,99.7
ORD-000357,CONS-0238,FARM-0135,Onion,15.7,3,0.0057,0.312,0.3063,98.2,98.2
ORD-000358,CONS-0610,FARM-0010,Methi,14.3,8,0.0137,0.832,0.8183,98.4,98.4
ORD-000359,CONS-0444,FARM-0094,Onion,7.2,1,0.0009,0.104,0.1031,99.1,99.1
ORD-000360,CONS-0314,FARM-0021,Green Chilli,0.6,5,0.0004,0.52,0.5196,99.9,99.9
ORD-000361,CONS-0026,FARM-0086,Tomato,1.5,5,0.0009,0.52,0.5191,99.8,99.8
ORD-000362,CONS-0421,FARM-0029,Bhindi (Ladies finger),6.7,1,0.0008,0.104,0.1032,99.2,99.2
ORD-000363,CONS-0595,FARM-0138,Methi,21.1,7,0.0177,0.728,0.7103,97.6,97.6
ORD-000364,CONS-0450,FARM-0135,Onion,4.9,4,0.0024,0.416,0.4136,99.4,99.4
ORD-000365,CONS-0097,FARM-0107,Tomato,9.8,6,0.0071,0.624,0.6169,98.9,98.9
ORD-000366,CONS-0249,FARM-0135,Potato,13.1,5,0.0079,0.52,0.5121,98.5,98.5
ORD-000367,CONS-0531,FARM-0135,Tomato,6.3,2,0.0015,0.208,0.2065,99.3,99.3
ORD-000368,CONS-0444,FARM-0097,Tomato,7.7,6,0.0055,0.624,0.6185,99.1,99.1
ORD-000369,CONS-0103,FARM-0005,Elephant Yam (Suran),12.0,2,0.0029,0.208,0.2051,98.6,98.6
ORD-000370,CONS-0564,FARM-0127,Tomato,11.4,2,0.0027,0.208,0.2053,98.7,98.7
ORD-000371,CONS-0457,FARM-0107,Tomato,9.0,7,0.0076,0.728,0.7204,99.0,99.0
ORD-000372,CONS-0437,FARM-0056,Peas,4.9,1,0.0006,0.104,0.1034,99.4,99.4
ORD-000373,CONS-0005,FARM-0007,Methi,2.3,9,0.0025,0.936,0.9335,99.7,99.7
ORD-000374,CONS-0792,FARM-0005,Onion,4.6,3,0.0017,0.312,0.3103,99.5,99.5
ORD-000375,CONS-0354,FARM-0142,Methi,2.2,8,0.0021,0.832,0.8299,99.7,99.7
ORD-000376,CONS-0583,FARM-0039,Brinjal,6.9,7,0.0058,0.728,0.7222,99.2,99.2
ORD-000377,CONS-0134,FARM-0117,Elephant Yam (Suran),6.6,1,0.0008,0.104,0.1032,99.2,99.2
ORD-000378,CONS-0717,FARM-0006,Methi,15.8,1,0.0019,0.104,0.1021,98.2,98.2
ORD-000379,CONS-0538,FARM-0105,Onion,10.0,5,0.006,0.52,0.514,98.8,98.8
ORD-000380,CONS-0640,FARM-0125,Elephant Yam (Suran),8.0,1,0.001,0.104,0.103,99.0,99.0
ORD-000381,CONS-0363,FARM-0142,Methi,7.3,1,0.0009,0.104,0.1031,99.1,99.1
ORD-000382,CONS-0072,FARM-0080,Green Chilli,7.2,5,0.0043,0.52,0.5157,99.2,99.2
ORD-000383,CONS-0455,FARM-0007,Methi,9.4,4,0.0045,0.416,0.4115,98.9,98.9
ORD-000384,CONS-0324,FARM-0116,Methi,17.7,7,0.0149,0.728,0.7131,98.0,98.0
ORD-000385,CONS-0559,FARM-0005,Onion,5.1,3,0.0018,0.312,0.3102,99.4,99.4
ORD-000386,CONS-0618,FARM-0110,Peas,7.8,8,0.0075,0.832,0.8245,99.1,99.1
ORD-000387,CONS-0690,FARM-0021,Bhindi (Ladies finger),2.6,6,0.0019,0.624,0.6221,99.7,99.7
ORD-000388,CONS-0093,FARM-0041,Onion,1.0,2,0.0002,0.208,0.2078,99.9,99.9
ORD-000389,CONS-0408,FARM-0137,Bhindi (Ladies finger),5.5,7,0.0046,0.728,0.7234,99.4,99.4
ORD-000390,CONS-0582,FARM-0050,Brinjal,12.3,2,0.003,0.208,0.205,98.6,98.6
ORD-000391,CONS-0065,FARM-0143,Methi,21.3,4,0.0102,0.416,0.4058,97.5,97.5
ORD-000392,CONS-0423,FARM-0148,Methi,18.6,7,0.0156,0.728,0.7124,97.9,97.9
ORD-000393,CONS-0254,FARM-0017,Bhindi (Ladies finger),8.0,1,0.001,0.104,0.103,99.0,99.0
ORD-000394,CONS-0333,FARM-0060,Methi,14.1,1,0.0017,0.104,0.1023,98.4,98.4
ORD-000395,CONS-0032,FARM-0017,Methi,11.0,4,0.0053,0.416,0.4107,98.7,98.7
ORD-000396,CONS-0133,FARM-0119,Onion,6.4,2,0.0015,0.208,0.2065,99.3,99.3
ORD-000397,CONS-0727,FARM-0118,Methi,22.4,3,0.0081,0.312,0.3039,97.4,97.4
ORD-000398,CONS-0674,FARM-0119,Onion,5.9,5,0.0035,0.52,0.5165,99.3,99.3
ORD-000399,CONS-0262,FARM-0099,Green Chilli,12.2,6,0.0088,0.624,0.6152,98.6,98.6
ORD-000400,CONS-0158,FARM-0017,Bhindi (Ladies finger),1.4,4,0.0007,0.416,0.4153,99.8,99.8
ORD-000401,CONS-0688,FARM-0002,Methi,11.4,9,0.0123,0.936,0.9237,98.7,98.7
ORD-000402,CONS-0178,FARM-0019,Potato,4.3,1,0.0005,0.104,0.1035,99.5,99.5
ORD-000403,CONS-0089,FARM-0052,Methi,3.4,6,0.0024,0.624,0.6216,99.6,99.6
ORD-000404,CONS-0750,FARM-0052,Methi,3.3,9,0.0036,0.936,0.9324,99.6,99.6
ORD-000405,CONS-0231,FARM-0142,Methi,9.6,1,0.0012,0.104,0.1028,98.8,98.8
ORD-000406,CONS-0365,FARM-0093,Methi,5.8,2,0.0014,0.208,0.2066,99.3,99.3
ORD-000407,CONS-0674,FARM-0067,Methi,5.8,7,0.0049,0.728,0.7231,99.3,99.3
ORD-000408,CONS-0292,FARM-0001,Methi,14.9,7,0.0125,0.728,0.7155,98.3,98.3
ORD-000409,CONS-0568,FARM-0097,Tomato,6.2,3,0.0022,0.312,0.3098,99.3,99.3
ORD-000410,CONS-0304,FARM-0110,Tomato,15.9,9,0.0172,0.936,0.9188,98.2,98.2
ORD-000411,CONS-0239,FARM-0028,Methi,9.3,1,0.0011,0.104,0.1029,98.9,98.9
ORD-000412,CONS-0741,FARM-0017,Methi,5.1,1,0.0006,0.104,0.1034,99.4,99.4
ORD-000413,CONS-0230,FARM-0019,Potato,3.4,2,0.0008,0.208,0.2072,99.6,99.6
ORD-000414,CONS-0113,FARM-0067,Tomato,5.9,7,0.005,0.728,0.723,99.3,99.3
ORD-000415,CONS-0303,FARM-0060,Elephant Yam (Suran),15.6,2,0.0037,0.208,0.2043,98.2,98.2
ORD-000416,CONS-0711,FARM-0062,Brinjal,4.7,1,0.0006,0.104,0.1034,99.4,99.4
ORD-000417,CONS-0189,FARM-0052,Methi,2.5,3,0.0009,0.312,0.3111,99.7,99.7
ORD-000418,CONS-0469,FARM-0010,Onion,17.0,2,0.0041,0.208,0.2039,98.0,98.0
ORD-000419,CONS-0757,FARM-0006,Potato,14.2,4,0.0068,0.416,0.4092,98.4,98.4
ORD-000420,CONS-0463,FARM-0028,Methi,6.9,4,0.0033,0.416,0.4127,99.2,99.2
ORD-000421,CONS-0630,FARM-0060,Methi,20.2,5,0.0121,0.52,0.5079,97.7,97.7
ORD-000422,CONS-0040,FARM-0074,Methi,9.0,3,0.0032,0.312,0.3088,99.0,99.0
ORD-000423,CONS-0521,FARM-0005,Onion,16.0,1,0.0019,0.104,0.1021,98.2,98.2
ORD-000424,CONS-0172,FARM-0029,Bhindi (Ladies finger),5.4,9,0.0058,0.936,0.9302,99.4,99.4
ORD-000425,CONS-0565,FARM-0142,Bhindi (Ladies finger),3.3,8,0.0032,0.832,0.8288,99.6,99.6
ORD-000426,CONS-0123,FARM-0086,Tomato,2.9,5,0.0017,0.52,0.5183,99.7,99.7
ORD-000427,CONS-0499,FARM-0102,Onion,17.5,3,0.0063,0.312,0.3057,98.0,98.0
ORD-000428,CONS-0443,FARM-0048,Peas,10.2,1,0.0012,0.104,0.1028,98.8,98.8
ORD-000429,CONS-0707,FARM-0117,Elephant Yam (Suran),7.2,1,0.0009,0.104,0.1031,99.1,99.1
ORD-000430,CONS-0757,FARM-0005,Onion,7.0,5,0.0042,0.52,0.5158,99.2,99.2
ORD-000431,CONS-0651,FARM-0110,Green Chilli,3.1,1,0.0004,0.104,0.1036,99.6,99.6
ORD-000432,CONS-0743,FARM-0009,Elephant Yam (Suran),14.1,4,0.0068,0.416,0.4092,98.4,98.4
ORD-000433,CONS-0161,FARM-0005,Elephant Yam (Suran),4.2,8,0.004,0.832,0.828,99.5,99.5
ORD-000434,CONS-0130,FARM-0082,Potato,14.2,4,0.0068,0.416,0.4092,98.4,98.4
ORD-000435,CONS-0426,FARM-0033,Tomato,7.5,5,0.0045,0.52,0.5155,99.1,99.1
ORD-000436,CONS-0288,FARM-0017,Methi,6.6,9,0.0071,0.936,0.9289,99.2,99.2
ORD-000437,CONS-0723,FARM-0042,Potato,18.2,1,0.0022,0.104,0.1018,97.9,97.9
ORD-000438,CONS-0139,FARM-0088,Elephant Yam (Suran),12.7,3,0.0046,0.312,0.3074,98.5,98.5
ORD-000439,CONS-0158,FARM-0012,Elephant Yam (Suran),22.2,1,0.0027,0.104,0.1013,97.4,97.4
ORD-000440,CONS-0091,FARM-0117,Elephant Yam (Suran),1.1,7,0.0009,0.728,0.7271,99.9,99.9
ORD-000441,CONS-0077,FARM-0117,Elephant Yam (Suran),5.9,9,0.0064,0.936,0.9296,99.3,99.3
ORD-000442,CONS-0077,FARM-0142,Methi,1.6,2,0.0004,0.208,0.2076,99.8,99.8
ORD-000443,CONS-0499,FARM-0025,Tomato,9.2,8,0.0088,0.832,0.8232,98.9,98.9
ORD-000444,CONS-0773,FARM-0064,Tomato,10.7,5,0.0064,0.52,0.5136,98.8,98.8
ORD-000445,CONS-0584,FARM-0097,Tomato,7.0,2,0.0017,0.208,0.2063,99.2,99.2
ORD-000446,CONS-0057,FARM-0119,Tomato,4.2,3,0.0015,0.312,0.3105,99.5,99.5
ORD-000447,CONS-0186,FARM-0105,Bhindi (Ladies finger),11.8,1,0.0014,0.104,0.1026,98.7,98.7
ORD-000448,CONS-0329,FARM-0067,Methi,5.9,7,0.005,0.728,0.723,99.3,99.3
ORD-000449,CONS-0403,FARM-0033,Tomato,15.5,1,0.0019,0.104,0.1021,98.2,98.2
ORD-000450,CONS-0747,FARM-0132,Methi,4.9,4,0.0024,0.416,0.4136,99.4,99.4
ORD-000451,CONS-0210,FARM-0005,Onion,7.5,2,0.0018,0.208,0.2062,99.1,99.1
ORD-000452,CONS-0030,FARM-0048,Bhindi (Ladies finger),14.3,5,0.0086,0.52,0.5114,98.3,98.3
ORD-000453,CONS-0006,FARM-0144,Brinjal,5.9,1,0.0007,0.104,0.1033,99.3,99.3
ORD-000454,CONS-0020,FARM-0025,Tomato,7.2,7,0.006,0.728,0.722,99.2,99.2
ORD-000455,CONS-0230,FARM-0019,Potato,3.4,8,0.0033,0.832,0.8287,99.6,99.6
ORD-000456,CONS-0237,FARM-0001,Methi,7.2,6,0.0052,0.624,0.6188,99.2,99.2
ORD-000457,CONS-0734,FARM-0093,Tomato,4.9,8,0.0047,0.832,0.8273,99.4,99.4
ORD-000458,CONS-0765,FARM-0019,Potato,4.8,2,0.0012,0.208,0.2068,99.4,99.4
ORD-000459,CONS-0623,FARM-0135,Tomato,7.8,2,0.0019,0.208,0.2061,99.1,99.1
ORD-000460,CONS-0754,FARM-0007,Methi,2.5,4,0.0012,0.416,0.4148,99.7,99.7
ORD-000461,CONS-0247,FARM-0127,Tomato,9.9,6,0.0071,0.624,0.6169,98.9,98.9
ORD-000462,CONS-0174,FARM-0080,Green Chilli,2.4,2,0.0006,0.208,0.2074,99.7,99.7
ORD-000463,CONS-0796,FARM-0144,Brinjal,12.0,8,0.0115,0.832,0.8205,98.6,98.6
ORD-000464,CONS-0166,FARM-0021,Green Chilli,8.6,6,0.0062,0.624,0.6178,99.0,99.0
ORD-000465,CONS-0225,FARM-0132,Methi,8.7,1,0.001,0.104,0.103,99.0,99.0
ORD-000466,CONS-0365,FARM-0086,Tomato,7.5,2,0.0018,0.208,0.2062,99.1,99.1
ORD-000467,CONS-0723,FARM-0123,Methi,1.4,3,0.0005,0.312,0.3115,99.8,99.8
ORD-000468,CONS-0326,FARM-0052,Methi,6.7,2,0.0016,0.208,0.2064,99.2,99.2
ORD-000469,CONS-0673,FARM-0097,Tomato,6.9,5,0.0041,0.52,0.5159,99.2,99.2
ORD-000470,CONS-0395,FARM-0128,Methi,20.3,1,0.0024,0.104,0.1016,97.7,97.7
ORD-000471,CONS-0438,FARM-0116,Tomato,19.4,9,0.021,0.936,0.915,97.8,97.8
ORD-000472,CONS-0591,FARM-0127,Tomato,12.2,6,0.0088,0.624,0.6152,98.6,98.6
ORD-000473,CONS-0588,FARM-0102,Onion,11.2,7,0.0094,0.728,0.7186,98.7,98.7
ORD-000474,CONS-0772,FARM-0005,Elephant Yam (Suran),2.6,5,0.0016,0.52,0.5184,99.7,99.7
ORD-000475,CONS-0560,FARM-0127,Tomato,11.6,3,0.0042,0.312,0.3078,98.7,98.7
ORD-000476,CONS-0773,FARM-0074,Methi,11.1,2,0.0027,0.208,0.2053,98.7,98.7
ORD-000477,CONS-0143,FARM-0042,Potato,10.2,1,0.0012,0.104,0.1028,98.8,98.8
ORD-000478,CONS-0703,FARM-0107,Potato,10.0,1,0.0012,0.104,0.1028,98.8,98.8
ORD-000479,CONS-0735,FARM-0028,Methi,9.3,1,0.0011,0.104,0.1029,98.9,98.9
ORD-000480,CONS-0741,FARM-0068,Elephant Yam (Suran),13.9,8,0.0133,0.832,0.8187,98.4,98.4
ORD-000481,CONS-0426,FARM-0096,Brinjal,4.3,7,0.0036,0.728,0.7244,99.5,99.5
ORD-000482,CONS-0790,FARM-0005,Onion,2.7,6,0.0019,0.624,0.6221,99.7,99.7
ORD-000483,CONS-0793,FARM-0025,Tomato,3.2,8,0.0031,0.832,0.8289,99.6,99.6
ORD-000484,CONS-0073,FARM-0116,Methi,14.4,8,0.0138,0.832,0.8182,98.3,98.3
ORD-000485,CONS-0330,FARM-0123,Methi,11.5,5,0.0069,0.52,0.5131,98.7,98.7
ORD-000486,CONS-0552,FARM-0138,Brinjal,12.9,4,0.0062,0.416,0.4098,98.5,98.5
ORD-000487,CONS-0466,FARM-0025,Tomato,4.8,4,0.0023,0.416,0.4137,99.4,99.4
ORD-000488,CONS-0241,FARM-0093,Methi,6.9,6,0.005,0.624,0.619,99.2,99.2
ORD-000489,CONS-0656,FARM-0093,Methi,8.3,1,0.001,0.104,0.103,99.0,99.0
ORD-000490,CONS-0732,FARM-0127,Peas,4.0,7,0.0034,0.728,0.7246,99.5,99.5
ORD-000491,CONS-0067,FARM-0017,Methi,10.5,9,0.0113,0.936,0.9247,98.8,98.8
ORD-000492,CONS-0559,FARM-0006,Green Chilli,16.0,3,0.0058,0.312,0.3062,98.1,98.1
ORD-000493,CONS-0183,FARM-0119,Onion,5.2,2,0.0012,0.208,0.2068,99.4,99.4
ORD-000494,CONS-0599,FARM-0111,Methi,2.7,8,0.0026,0.832,0.8294,99.7,99.7
ORD-000495,CONS-0385,FARM-0062,Elephant Yam (Suran),5.8,1,0.0007,0.104,0.1033,99.3,99.3
ORD-000496,CONS-0049,FARM-0037,Tomato,11.2,9,0.0121,0.936,0.9239,98.7,98.7
ORD-000497,CONS-0723,FARM-0123,Methi,1.4,2,0.0003,0.208,0.2077,99.9,99.9
ORD-000498,CONS-0443,FARM-0133,Potato,6.9,6,0.005,0.624,0.619,99.2,99.2
ORD-000499,CONS-0662,FARM-0069,Onion,7.5,3,0.0027,0.312,0.3093,99.1,99.1
ORD-000500,CONS-0061,FARM-0133,Potato,9.9,6,0.0071,0.624,0.6169,98.9,98.9
ORD-000501,CONS-0431,FARM-0119,Tomato,2.8,2,0.0007,0.208,0.2073,99.7,99.7
ORD-000502,CONS-0386,FARM-0093,Brinjal,7.4,8,0.0071,0.832,0.8249,99.1,99.1
ORD-000503,CONS-0143,FARM-0061,Elephant Yam (Suran),14.1,2,0.0034,0.208,0.2046,98.4,98.4
ORD-000504,CONS-0772,FARM-0017,Bhindi (Ladies finger),6.3,8,0.006,0.832,0.826,99.3,99.3
ORD-000505,CONS-0762,FARM-0005,Onion,5.8,3,0.0021,0.312,0.3099,99.3,99.3
ORD-000506,CONS-0683,FARM-0062,Brinjal,7.2,6,0.0052,0.624,0.6188,99.2,99.2
